"ident","icao","name","latitude","longitude","iapExists"
"VQS","TJVQ","Antonio Rivera Rodriguez","18.13481111","-65.49361667","1"
"SIG","TJIG","Fernando Luis Ribas Dominicci","18.45677778","-66.09847222","1"
"SJU","TJSJ","Luis Munoz Marin Intl","18.43939917","-66.00213333","1"
"PVD","KPVD","Rhode Island TF Green Intl","41.72233333","-71.42772222","1"
"WST","KWST","Westerly State","41.34963297","-71.80341683","1"
"08R","","Richmond","41.4895","-71.62063889","0"
"ARW","KARW","Beaufort Exec","32.41216667","-80.63435417","1"
"BBP","KBBP","Marlboro County Jetport/H E Avent Fld","34.62170861","-79.73435944","1"
"52J","","Lee County/Butters Fld","34.244485","-80.23603361","0"
"CDN","KCDN","Woodward Fld","34.28359278","-80.56485528","1"
"JZI","KJZI","Charleston Exec","32.70102778","-80.00325","1"
"9W9","","Clio Crop Care","34.56141667","-79.53808333","0"
"CAE","KCAE","Columbia Metro","33.93883778","-81.11953611","1"
"CUB","KCUB","Jim Hamilton L B Owens","33.97047222","-80.99525","1"
"HYW","KHYW","Conway-Horry County","33.8284875","-79.12217633","1"
"6J7","","Branhams","34.28152778","-79.92761111","0"
"GGE","KGGE","Georgetown County","33.31141667","-79.32030556","1"
"S17","","Twin Lakes","33.64569139","-81.86705639","0"
"HXD","KHXD","Hilton Head","32.224495","-80.69740083","1"
"5J5","","Holly Hill","33.301525","-80.39308056","0"
"CKI","KCKI","Williamsburg Rgnl","33.71722222","-79.85697222","1"
"51J","","Lake City Muni Cj Evans Fld","33.85358056","-79.76811889","1"
"S19","","Mc Cormick County","33.90809694","-82.26693","0"
"MNI","KMNI","Santee Cooper Rgnl","33.58710056","-80.20867","1"
"MAO","KMAO","Marion County","34.18116611","-79.33471972","1"
"MKS","KMKS","Berkeley County","33.18483694","-80.03697639","1"
"MAZ","TJMZ","Eugenio Maria De Hostos","18.25568611","-67.14847167","1"
"PSE","TJPS","Mercedita","18.00878056","-66.56452083","1"
"BID","KBID","Block Island State","41.16811111","-71.57783333","1"
"UUU","KUUU","Newport State","41.53243975","-71.28154394","1"
"OQU","KOQU","Quonset State","41.59713889","-71.41213889","1"
"SFZ","KSFZ","North Central State","41.92075","-71.49141667","1"
"AIK","KAIK","Aiken Rgnl","33.64938889","-81.68502778","1"
"AQX","KAQX","Allendale County","32.99511167","-81.27023667","1"
"AND","KAND","Anderson Rgnl","34.49458667","-82.70938139","1"
"PHH","KPHH","Robert F Swinnie","33.45169972","-79.52617667","1"
"99N","","Bamberg County","33.30452778","-81.10841667","1"
"BNL","KBNL","Barnwell Rgnl","33.25766775","-81.38821894","1"
"CQW","KCQW","Cheraw Muni/Lynch Bellinger Fld","34.71286111","-79.957","1"
"DCM","KDCM","Chester Catawba Rgnl","34.78933333","-81.19577778","1"
"CEU","KCEU","Oconee County Rgnl","34.67222222","-82.88588889","1"
"UDG","KUDG","Darlington County","34.44748889","-79.88642417","1"
"DLC","KDLC","Dillon County","34.44905556","-79.36858333","1"
"FLO","KFLO","Florence Rgnl","34.18536333","-79.72388306","1"
"GMU","KGMU","Greenville Downtown","34.84793167","-82.34999806","1"
"GYH","KGYH","Donaldson Fld","34.75831278","-82.37641389","1"
"GRD","KGRD","Greenwood County","34.25039375","-82.15780933","1"
"GSP","KGSP","Greenville Spartanburg Intl","34.89567111","-82.21885944","1"
"3J0","","Hampton County","32.86651111","-81.08097028","0"
"HVS","KHVS","Hartsville Rgnl","34.40308333","-80.11922222","1"
"T73","","Kirk Air Base","34.67431694","-80.68229083","0"
"LKR","KLKR","Lancaster County-Mc Whirter Fld","34.72290439","-80.85459008","1"
"33A","","Fairview","35.15733333","-82.12375","0"
"LUX","KLUX","Laurens County","34.50711111","-81.94694444","1"
"5J9","","Twin City","34.08841667","-78.86491667","1"
"LRO","KLRO","Mt Pleasant Rgnl-Faison Fld","32.89783333","-79.78286111","1"
"MYR","KMYR","Myrtle Beach Intl","33.67974111","-78.92832139","1"
"EOE","KEOE","Newberry County","34.30933333","-81.64066667","1"
"CRE","KCRE","Grand Strand","33.81175","-78.72394444","1"
"OGB","KOGB","Orangeburg Muni","33.45691781","-80.85940667","1"
"1DS","","Dry Swamp","33.38426111","-80.907025","0"
"PYG","KPYG","Pageland","34.74213889","-80.34519444","1"
"6J0","","Lexington County","33.79463889","-81.24586111","1"
"LQK","KLQK","Pickens County","34.80997222","-82.70288889","1"
"3J1","","Ridgeland-Claude Dean","32.49685056","-80.99314889","0"
"UZA","KUZA","Rock Hill/York County/Bryant Fld","34.98783333","-81.05716667","1"
"6J2","","St George","33.1955","-80.50847222","1"
"6J4","","Saluda County","33.92679306","-81.79462778","1"
"58J","","Huggins Meml","34.135575","-79.92141111","0"
"6J6","","Edgefield County","33.73686111","-81.81875","0"
"35A","","Union County, Troy Shelton Fld","34.68695278","-81.64116667","1"
"RBW","KRBW","Lowcountry Rgnl","32.92104056","-80.64058972","1"
"EFC","KEFC","Belle Fourche Muni","44.73457167","-103.8618092","1"
"6V5","","Bison Muni","45.51833333","-102.4678333","0"
"BTN","KBTN","Britton Muni","45.81502778","-97.74280556","1"
"BKX","KBKX","Brookings Rgnl","44.30452778","-96.81891667","1"
"9D2","","Harding County","45.57955497","-103.5289102","0"
"6E5","","Wilder","44.4330475","-97.55816","1"
"84D","","Cheyenne Eagle Butte","44.98437861","-101.2510456","1"
"6V0","","Edgemont Muni","43.295","-103.8429806","0"
"3W8","","Eureka Muni","45.79999072","-99.64272","0"
"5T4","","Herreid Muni","45.84829167","-100.0739778","0"
"9D0","","Highmore Muni","44.54076714","-99.45101228","1"
"HSR","KHSR","Hot Springs Muni","43.36830556","-103.3882778","1"
"9F8","","Hoven Muni","45.25755861","-99.79783944","0"
"8D9","","Howard Muni","44.03330294","-97.533675","0"
"HON","KHON","Huron Rgnl","44.38519444","-98.22855556","1"
"9V6","","Martin Muni","43.16564944","-101.7126981","1"
"1D1","","Milbank Muni","45.2305","-96.56608333","1"
"MKA","KMKA","Miller Muni","44.52523889","-98.95807917","1"
"MHE","KMHE","Mitchell Muni","43.77482194","-98.03861528","1"
"MBG","KMBG","Mobridge Muni","45.54627778","-100.4062778","1"
"8F6","","Murdo Muni","43.85213889","-100.7128056","0"
"7K7","","Graham Fld","42.5395","-96.48477778","0"
"RAP","KRAP","Rapid City Rgnl","44.04533333","-103.0573611","1"
"1D8","","Redfield Muni","44.85656722","-98.53122833","0"
"SUO","KSUO","Rosebud Sioux Tribal","43.25845722","-100.8594936","1"
"49B","","Sturgis Muni","44.41867697","-103.3777239","1"
"Y14","","Marv Skie-Lincoln County","43.45490194","-96.8013125","0"
"D58","","Timber Lake Muni","45.4149875","-101.0832014","0"
"VMR","KVMR","Harold Davidson Fld","42.76527778","-96.93425","1"
"AGZ","KAGZ","Wagner Muni","43.06416614","-98.29638208","1"
"6V4","","Wall Muni","43.99922222","-102.2535","0"
"ATY","KATY","Watertown Rgnl","44.91397222","-97.15472222","1"
"SPA","KSPA","Spartanburg Downtown Meml/Simpson Fld","34.91641667","-81.95577778","1"
"DYB","KDYB","Summerville","33.06227778","-80.28091667","1"
"SMS","KSMS","Sumter","33.99502556","-80.36132889","1"
"FDW","KFDW","Fairfield County","34.31572222","-81.10855556","1"
"ABR","KABR","Aberdeen Rgnl","45.44679806","-98.42244083","1"
"3A9","","Arlington Muni","44.39382917","-97.12294769","0"
"7G9","","Canton Muni","43.309","-96.57121667","0"
"9V9","","Chamberlain Muni","43.76613708","-99.32122919","1"
"8D7","","Clark County","44.89503167","-97.71047917","1"
"D65","","Corsica Muni","43.43346389","-98.39877083","0"
"CUT","KCUT","Custer County","43.73366056","-103.6194983","0"
"D07","","Faith Muni","45.03516667","-102.0206667","0"
"3FU","","Faulkton Muni","45.03067361","-99.11287222","0"
"4P3","","Flandreau Muni","44.004055","-96.59317389","0"
"0D8","","Gettysburg Muni","44.98661111","-99.95288889","1"
"9D1","","Gregory Muni/Flynn Fld","43.22178019","-99.40342286","1"
"2E6","","Groton Muni","45.53373611","-98.09392778","0"
"3Y7","","Isabel Muni","45.38971111","-101.4375722","0"
"5V8","","Kadoka Muni","43.83332611","-101.4970881","0"
"6A6","","Kimball Muni","43.75544722","-98.97880139","0"
"8D8","","Lake Andes Muni","43.14804889","-98.54035917","0"
"LEM","KLEM","Lemmon Muni","45.91838053","-102.1055364","1"
"5P2","","Mc Laughlin Muni","45.7968175","-100.7842578","0"
"MDS","KMDS","Madison Muni","44.01641667","-97.08561111","1"
"98D","","Onida Muni","44.7005","-100.1014167","1"
"8V3","","Parkston Muni","43.37740839","-97.98971075","1"
"PHP","KPHP","Philip","44.04873064","-101.5988405","1"
"PIR","KPIR","Pierre Rgnl","44.38268694","-100.2859753","1"
"IEN","KIEN","Pine Ridge","43.02127372","-102.5066064","1"
"1D3","","Platte Muni","43.40471525","-98.83049092","0"
"5P5","","Presho Muni","43.90599722","-100.0366806","0"
"FSD","KFSD","Joe Foss Fld","43.58201806","-96.74192528","0"
"8D3","","Sisseton Muni","45.6695275","-96.99358556","1"
"SPF","KSPF","Black Hills-Clyde Ice Fld","44.48105556","-103.786","1"
"Y03","","Springfield Muni","42.88112008","-97.9016255","0"
"1D7","","The Sigurd Anderson","45.29311111","-97.51361111","0"
"4X4","","Wessington Springs","44.06188889","-98.53219444","1"
"7Q7","","White River Muni","43.56166417","-100.7418056","0"
"ICR","KICR","Winner Rgnl","43.38948467","-99.84121442","1"
"YKN","KYKN","Chan Gurney Muni","42.91667861","-97.38593167","1"
"MMI","KMMI","McMinn County","35.39919444","-84.56177778","1"
"M08","","William L Whitehurst Fld","35.21513889","-89.04325","1"
"TRI","KTRI","Tri-Cities","36.47520889","-82.407415","1"
"CKV","KCKV","Outlaw Fld","36.621865","-87.41494778","1"
"M04","","Covington Muni","35.58336389","-89.58722472","1"
"CSV","KCSV","Crossville Meml-Whitson Fld","35.95129139","-85.08497722","1"
"2A0","","Mark Anton","35.48625","-84.93108333","1"
"M02","","Dickson Muni","36.12795667","-87.42983972","1"
"FYM","KFYM","Fayetteville Muni","35.05969444","-86.564","1"
"1A7","","Jackson County","36.39681694","-85.64132528","0"
"XNX","KXNX","Music City Exec","36.37508056","-86.40841222","1"
"HZD","KHZD","Carroll County","36.08929736","-88.46329878","1"
"JAU","KJAU","Colonel Tommy C Stiner Airfield","36.33408889","-84.16296528","1"
"MKL","KMKL","Jackson Rgnl","35.59988056","-88.91561194","1"
"2A1","","Jamestown Muni","36.34970361","-84.94665333","1"
"APT","KAPT","Marion County/Brown Fld","35.06066667","-85.58530556","1"
"0A4","","Johnson City","36.36371667","-82.30902611","0"
"TYS","KTYS","Mc Ghee Tyson","35.81109111","-83.99406722","0"
"3M7","","Lafayette Muni","36.52002778","-86.05805556","1"
"2M2","","Lawrenceburg/Lawrence County (Fleeman Fld)","35.23430111","-87.25794361","1"
"M54","","Lebanon Muni","36.19041122","-86.31569042","1"
"M93","","Houston County","36.31672167","-87.91669556","0"
"RNC","KRNC","Warren County Meml","35.69869889","-85.84382056","1"
"MNV","KMNV","Monroe County","35.54523139","-84.38040028","1"
"M01","","General Dewitt Spain","35.2006925","-90.05397528","1"
"2M8","","Charles W Baker","35.27848039","-89.93299661","1"
"NQA","KNQA","Millington/Memphis","35.35663889","-89.87043","1"
"MOR","KMOR","Moore-Murrell","36.17938889","-83.37544444","1"
"6A4","","Johnson County","36.41784528","-81.82513389","1"
"0M4","","Benton County","36.00954167","-88.12472778","1"
"GHM","KGHM","Centerville Muni","35.83741583","-87.44537694","1"
"CHA","KCHA","Lovell Fld","35.03519444","-85.20355556","1"
"RZR","KRZR","Cleveland Rgnl Jetport","35.21233639","-84.79919889","1"
"M29","","Hassell Fld","35.38303444","-87.96826778","0"
"FGU","KFGU","Collegedale Muni","35.04442083","-85.02006667","0"
"MRC","KMRC","Maury County Rgnl","35.55433861","-87.17914","1"
"1A3","","Martin Campbell Fld","35.01581611","-84.34683111","1"
"DYR","KDYR","Dyersburg Rgnl","35.99797222","-89.40658333","1"
"0A9","","Elizabethton Muni","36.37155794","-82.17272433","1"
"GCY","KGCY","Greeneville Muni","36.19572222","-82.81136111","1"
"M31","","Arnold Fld","35.90340694","-89.39729444","0"
"0M3","","Paul Bridges Fld","35.54597417","-87.59732444","1"
"M53","","Humboldt Muni","35.80218333","-88.87493444","1"
"DKX","KDKX","Knoxville Downtown Island","35.96383333","-83.87366667","1"
"LUG","KLUG","Ellington","35.50697417","-86.8038875","1"
"PVE","KPVE","Beech River Rgnl","35.65636169","-88.19535228","1"
"M15","","James Tucker","35.59483889","-87.87662917","0"
"8A3","","Livingston Muni","36.41350333","-85.31045583","1"
"MEM","KMEM","Memphis Intl","35.04241139","-89.97667917","1"
"MBT","KMBT","Murfreesboro Muni","35.87865833","-86.37747083","1"
"BNA","KBNA","Nashville Intl","36.124475","-86.67818056","1"
"JWN","KJWN","John C Tune","36.18302183","-86.88649533","1"
"1M5","","Douglas Hunter Fld","36.59286583","-86.47691111","1"
"GZS","KGZS","Abernathy Fld","35.15408333","-87.05705556","1"
"RKW","KRKW","Rockwood Muni","35.92233333","-84.68977778","1"
"RVN","KRVN","Hawkins County","36.45757917","-82.88503417","1"
"SYI","KSYI","Bomar Fld/Shelbyville Muni","35.5594","-86.44247194","1"
"0A3","","Smithville Muni","35.98544444","-85.80911111","1"
"MQY","KMQY","Smyrna","36.00897028","-86.52008972","1"
"FYE","KFYE","Fayette County","35.20769444","-89.39444444","1"
"SRB","KSRB","Upper Cumberland Rgnl","36.05673778","-85.53010611","1"
"0M2","","Reelfoot Lake","36.47533333","-89.34630556","0"
"TGC","KTGC","Gibson County","35.93245472","-88.84894028","1"
"THA","KTHA","Tullahoma Rgnl/Wm Northern Fld","35.38012528","-86.24677833","1"
"UCY","KUCY","Everett-Stewart Rgnl","36.37974056","-88.98570194","1"
"ABI","KABI","Abilene Rgnl","32.41133333","-99.68188889","1"
"67T","","Old Hoppe Place","27.79970556","-97.85090278","0"
"6R5","","Alvin Airpark","29.41475","-95.28891667","0"
"TDW","KTDW","Tradewind","35.16988889","-101.8258611","1"
"1E4","","Palo Duro","35.14372222","-101.8392222","0"
"H81","","River Falls","35.08142539","-101.7557974","0"
"T39","","Archer City Muni","33.58232611","-98.61866806","0"
"AUS","KAUS","Austin-Bergstrom Intl","30.19452722","-97.66987611","1"
"SCX","KSCX","Scott Muni","36.45569194","-84.58575","1"
"PHT","KPHT","Henry County","36.33594444","-88.38444444","1"
"SNH","KSNH","Savannah-Hardin County","35.17024639","-88.21672611","1"
"SZY","KSZY","Robert Sibley","35.20294444","-88.49836111","1"
"GKT","KGKT","Gatlinburg-Pigeon Forge","35.85775861","-83.52870306","1"
"UOS","KUOS","Franklin County","35.20514583","-85.89814722","0"
"M91","","Springfield Robertson County","36.53669444","-86.92116667","1"
"3A2","","New Tazewell Muni","36.40889722","-83.55718583","1"
"0M5","","Humphreys County","36.11661111","-87.73816667","1"
"BGF","KBGF","Winchester Muni","35.17753361","-86.06616639","1"
"3R9","","Lakeway Airpark","30.35749111","-97.99446778","1"
"T23","","Albany Muni","32.72138889","-99.26758333","1"
"ALI","KALI","Alice Intl","27.74088889","-98.02694444","1"
"1E2","","Terlingua Ranch","29.4515","-103.3976111","0"
"E38","","Alpine-Casparis Muni","30.38422222","-103.6835833","1"
"1E7","","Buffalo","35.06388889","-101.8775833","0"
"AMA","KAMA","Rick Husband Amarillo Intl","35.21936111","-101.7059167","0"
"T00","","Chambers County","29.76981478","-94.66348708","1"
"E11","","Andrews County","32.33075297","-102.5296873","1"
"7R9","","Bailes","29.16505556","-95.40108333","0"
"LBX","KLBX","Texas Gulf Coast Rgnl","29.10863889","-95.46208333","1"
"81D","","Flyin Tiger","29.26496717","-95.41257006","0"
"GKY","KGKY","Arlington Muni","32.66386111","-97.09427778","1"
"T60","","Stonewall County","33.17034028","-100.197275","0"
"F44","","Athens Muni","32.16384778","-95.82835306","1"
"ATA","KATA","Hall-Miller Muni","33.10252778","-94.19502778","1"
"EDC","KEDC","Austin Exec","30.39749314","-97.5663935","1"
"E30","","Bruce Fld","31.67447222","-99.977","1"
"BYY","KBYY","Bay City Rgnl","28.97324667","-95.86345194","1"
"BPT","KBPT","Jack Brooks Rgnl","29.95083111","-94.02069889","1"
"BEA","KBEA","Beeville Muni","28.36422222","-97.79194444","1"
"TX2","","Chase Fld Industrial","28.36244444","-97.66191667","1"
"E41","","Reagan County","31.19862472","-101.475245","1"
"BPG","KBPG","Big Spring/Mc Mahon-Wrinkle","32.21261778","-101.5216464","1"
"07R","","Bishop-Windham","27.61016667","-97.75252778","0"
"BBD","KBBD","Curtis Fld","31.17927778","-99.32391667","1"
"BFE","KBFE","Terry County","33.17313889","-102.1929167","1"
"BRO","KBRO","Brownsville/South Padre Island Intl","25.90613889","-97.426","1"
"BWD","KBWD","Brownwood Rgnl","31.79361111","-98.9565","1"
"BMQ","KBMQ","Burnet Muni/Kate Craddock Fld","30.73892722","-98.23861028","1"
"7F3","","Caddo Mills Muni","33.03622222","-96.24313889","1"
"RWV","KRWV","Caldwell Muni","30.51547428","-96.70408578","1"
"T80","","Bishop's Landing","33.37652083","-96.72893611","0"
"9S1","","Four Winds","33.36827639","-96.75469444","0"
"F17","","Center Muni","31.83158333","-94.15641667","1"
"HPY","KHPY","Baytown","29.78608333","-94.95266667","1"
"54T","","RWJ Airpark","29.76189444","-94.84793889","1"
"BMT","KBMT","Beaumont Muni","30.07020439","-94.21509672","1"
"T38","","Bar V K","33.37625","-97.24347222","0"
"F00","","Jones Fld","33.61309167","-96.179325","1"
"BGD","KBGD","Hutchinson County","35.70088889","-101.3936667","1"
"0F2","","Bowie Muni","33.60166667","-97.77555556","1"
"BKD","KBKD","Stephens County","32.71875611","-98.89159639","1"
"11R","","Brenham Muni","30.2196755","-96.37440278","1"
"XBP","KXBP","Bridgeport Muni","33.17395972","-97.82842714","1"
"CFD","KCFD","Coulter Fld","30.71569444","-96.33136111","1"
"T35","","Cameron Muni Airpark","30.87900278","-96.9722125","0"
"HHF","KHHF","Hemphill County","35.89511111","-100.4038889","1"
"CZT","KCZT","Dimmit County","28.52225","-99.82363889","1"
"4F2","","Panola County-Sharpe Fld","32.17608333","-94.29880556","1"
"CVB","KCVB","Castroville Muni","29.34238889","-98.85122222","1"
"CDS","KCDS","Childress Muni","34.43377778","-100.288","1"
"3T8","","Wildcat Canyon","31.67855556","-97.36255556","0"
"3F2","","Cisco Muni","32.41502778","-98.99683333","0"
"E34","","Smiley Johnson Muni/Bass Fld","34.9115","-100.8693611","0"
"LBR","KLBR","Clarksville/Red River Cty-J D Trissell Fld","33.59264028","-95.06414722","0"
"CPT","KCPT","Cleburne Rgnl","32.35375","-97.43375","1"
"6R3","","Cleveland Muni","30.35644444","-95.00802778","1"
"7F7","","Clifton Muni/Isenhower Fld","31.81713333","-97.56956944","0"
"COM","KCOM","Coleman Muni","31.84113889","-99.40361111","1"
"CLL","KCLL","Easterwood Fld","30.58804189","-96.36254444","1"
"2F7","","Commerce Muni","33.29286111","-95.89641667","1"
"55T","","Eagles Aerodrome","35.21447222","-101.4110278","0"
"CRS","KCRS","C David Campbell Fld-Corsicana Muni","32.02805556","-96.40058333","1"
"COT","KCOT","Cotulla-La Salle County","28.45572222","-99.21722222","1"
"8F3","","Crosbyton Muni","33.62383333","-101.2408611","1"
"RBD","KRBD","Dallas Exec","32.68130556","-96.86877778","1"
"ADS","KADS","Addison","32.96855556","-96.83644444","1"
"2E5","","Dell City Muni","31.94762222","-105.1917833","0"
"DRT","KDRT","Del Rio Intl","29.37420694","-100.9271569","1"
"24R","","Dilley Airpark","28.6855","-99.18908333","0"
"T55","","Dimmitt Muni","34.56673556","-102.3226947","0"
"X65","","Txaerosport Aerodrome","33.53628964","-96.68041711","0"
"6R6","","Terrell County","30.04647222","-102.2131667","0"
"T32","","Sudden Stop","33.57149778","-96.90722472","0"
"T88","","Colorado City","32.46842833","-100.9211222","0"
"66R","","Robert R Wells Jr","29.64151111","-96.51595556","0"
"MKN","KMKN","Comanche County-City","31.92030556","-98.59919444","1"
"CRP","KCRP","Corpus Christi Intl","27.77219444","-97.50241667","1"
"E13","","Crane County","31.41157361","-102.3604736","0"
"DKR","KDKR","Houston County","31.30697222","-95.40383333","1"
"T71","","Cuero Muni","29.08358806","-97.26693417","0"
"8F5","","Greater Morris County","33.14805917","-94.70014889","0"
"DHT","KDHT","Dalhart Muni","36.02247222","-102.5473889","1"
"F69","","Air Park-Dallas","33.02345472","-96.83694611","0"
"1F7","","Airpark East","32.81294444","-96.35202778","0"
"TKI","KTKI","McKinney Ntl","33.17706528","-96.58876667","1"
"DFW","KDFW","Dallas-Fort Worth Intl","32.89723306","-97.03769472","1"
"DAL","KDAL","Dallas Love Fld","32.84594472","-96.85087667","1"
"LUD","KLUD","Decatur Muni","33.25425","-97.5805","1"
"09T","","Lazy G Bar Ranch","33.28132069","-97.49669333","0"
"76T","","Bishop","33.26916667","-97.45186111","0"
"58T","","Heritage Creek Airstrip","33.16602778","-97.47988889","0"
"DTO","KDTO","Denton Enterprise","33.20196056","-97.1990975","1"
"E57","","Denver City","32.9746595","-102.8450962","0"
"23R","","Devine Muni","29.13838889","-98.94188889","1"
"9F0","","Dublin Muni","32.06819917","-98.32532083","0"
"DUX","KDUX","Moore County","35.85743067","-102.0133093","1"
"ELA","KELA","Eagle Lake","29.60002778","-96.32194444","1"
"5T9","","Maverick County Meml Intl","28.85709278","-100.5134678","1"
"ETN","KETN","Eastland Muni","32.41488889","-98.80969444","1"
"EBG","KEBG","South Texas Intl At Edinburg","26.44166667","-98.12222222","1"
"26R","","Jackson County","29.00099917","-96.58196194","1"
"27R","","Eldorado","30.86222222","-100.6108611","0"
"ELP","KELP","El Paso Intl","31.80733333","-106.3763611","0"
"F41","","Ennis Muni","32.32969444","-96.66388889","1"
"41F","","Floydada Muni","34.00152778","-101.33025","1"
"FTW","KFTW","Fort Worth Meacham Intl","32.81977028","-97.36245","1"
"50F","","Bourland Fld","32.58183333","-97.59077778","1"
"4T2","","Kenneth Copeland","32.97763172","-97.49229367","1"
"AFW","KAFW","Perot Fld/Fort Worth Alliance","32.99030667","-97.31942944","1"
"T25","","Aero Estates","32.08175","-95.45250278","0"
"T82","","Gillespie County","30.24325","-98.90919444","1"
"X09","","Covey Trails","29.69008333","-95.84047361","0"
"GLE","KGLE","Gainesville Muni","33.65219444","-97.19727778","1"
"GLS","KGLS","Scholes Intl At Galveston","29.26533333","-94.86041667","1"
"GOP","KGOP","Gatesville Muni","31.42093889","-97.79646389","0"
"GTU","KGTU","Georgetown Exec","30.67880556","-97.67938889","1"
"20T","","Aresti Aerodrome","32.47069472","-97.56030056","0"
"T37","","Goldthwaite Muni","31.42906667","-98.60835556","0"
"T20","","Roger M Dreyer Meml","29.52912361","-97.46430278","0"
"E35","","Fabens","31.51719722","-106.1470611","0"
"BKS","KBKS","Brooks County","27.20605556","-98.12102778","1"
"T93","","Follett/Lipscomb County","36.44080556","-100.1238056","0"
"FST","KFST","Fort Stockton-Pecos County","30.91525","-102.9127778","1"
"T67","","Hicks Airfield","32.93123667","-97.41168583","0"
"9F9","","Sycamore Strip","32.62702778","-97.35400694","0"
"FWS","KFWS","Fort Worth Spinks","32.56513361","-97.30843944","1"
"T19","","Duval-Freer","27.88869444","-98.59995833","0"
"8T6","","Live Oak County","28.36280556","-98.11647222","1"
"GYB","KGYB","Giddings-Lee County","30.16927778","-96.98002778","1"
"JXI","KJXI","Fox Stephens Fld/Gilmer Muni","32.69803194","-94.94886833","1"
"07F","","Gladewater Muni","32.52883333","-94.97175","1"
"3T0","","Cedar Mills","33.83934608","-96.81006897","0"
"F35","","Possum Kingdom","32.92332458","-98.43687278","1"
"RPH","KRPH","Graham Muni","33.11072222","-98.55477778","1"
"GDJ","KGDJ","Granbury Rgnl","32.44307222","-97.82137278","1"
"GPM","KGPM","Grand Prairie Muni","32.69877778","-97.04691667","1"
"2G5","","Granite Shoals/ Bob Sylvester Airpark","30.58935472","-98.37030361","0"
"GVT","KGVT","Majors","33.06783333","-96.06533333","1"
"34R","","Hallettsville Muni","29.38995833","-96.95605972","0"
"MNZ","KMNZ","Hamilton Muni","31.66592083","-98.14864306","1"
"HRL","KHRL","Valley Intl","26.22655972","-97.65531111","1"
"HBV","KHBV","Jim Hogg County","27.34955556","-98.73694444","1"
"RFI","KRFI","Rusk County","32.14172278","-94.85172806","1"
"HRX","KHRX","Hereford Muni","34.86069889","-102.3258833","1"
"DZB","KDZB","Horseshoe Bay Resort","30.52705139","-98.35875694","0"
"LVJ","KLVJ","Pearland Rgnl","29.52127778","-95.24213889","1"
"AXH","KAXH","Houston/Southwest","29.50613889","-95.47691667","1"
"SGR","KSGR","Sugar Land Rgnl","29.62224861","-95.65653417","1"
"2H5","","Houston Fort Bend","29.49916667","-95.89838889","0"
"HOU","KHOU","William P Hobby","29.64579983","-95.27723158","1"
"IAH","KIAH","George Bush Intcntl/Houston","29.98443528","-95.3414425","1"
"TME","KTME","Houston Exec","29.80502778","-95.89788889","1"
"TFP","KTFP","Ingleside Rgnl","27.91303167","-97.21148722","1"
"2F0","","Iraan Muni","30.90622222","-101.8898056","0"
"33R","","Groveton-Trinity County","31.08433333","-95.16411111","0"
"E19","","Gruver Muni","36.23372611","-101.4321894","1"
"15F","","Haskell Muni","33.19148686","-99.71787264","1"
"LHB","KLHB","Hearne Muni","30.87208333","-96.62219444","1"
"1X1","","Higgins/Lipscomb County","36.10590278","-100.0257067","1"
"INJ","KINJ","Hillsboro Muni","32.08363889","-97.09725","1"
"HDO","KHDO","South Texas Rgnl At Hondo","29.35913056","-99.17749167","1"
"T51","","Dan Jones Intl","30.04277528","-95.66722306","0"
"EFD","KEFD","Ellington","29.60733333","-95.15875","0"
"IWS","KIWS","West Houston","29.81819444","-95.67261111","1"
"CXO","KCXO","Conroe/North Houston Rgnl","30.35339553","-95.41508194","1"
"DWH","KDWH","David Wayne Hooks Meml","30.06177911","-95.55278842","1"
"UTS","KUTS","Huntsville Muni","30.74688889","-95.58716667","1"
"21F","","Jacksboro Muni","33.22786111","-98.14644444","0"
"JSO","KJSO","Cherokee County","31.86933036","-95.21740547","1"
"JAS","KJAS","Jasper County/Bell Fld","30.88569444","-94.03494444","1"
"22F","","Kent County","33.22911111","-100.5691111","0"
"24F","","Cypress River","32.74431417","-94.30468861","0"
"6F7","","Manning Fld","32.827","-94.35452778","0"
"XA0","","Prose Fld","33.14816667","-97.28002778","0"
"ERV","KERV","Kerrville Muni/Louis Schreiner Fld","29.97666667","-99.08547222","1"
"ILE","KILE","Skylark Fld","31.08583333","-97.6865","1"
"RYW","KRYW","Lago Vista Tx/Rusty Allen","30.49858333","-97.96947222","1"
"3T5","","Fayette Rgnl Air Center","29.90797222","-96.95","1"
"T89","","Lajitas Intl","29.27712528","-103.6857947","1"
"30F","","Lakeview","33.13138889","-97.01419444","0"
"LRD","KLRD","Laredo Intl","27.54419444","-99.46158333","1"
"7T0","","Freedom Fld","33.59361111","-97.21888889","0"
"LIU","KLIU","Littlefield Taylor Brown Muni","33.92394419","-102.3866738","1"
"00R","","Livingston Muni","30.68586111","-95.01791667","1"
"AQO","KAQO","Llano Muni","30.78422222","-98.65988889","1"
"T26","","Flying V Ranch","29.10827778","-96.39877778","0"
"F82","","Lubbock Exec Airpark","33.4837775","-101.8130447","1"
"T31","","Aero Country","33.20845","-96.74194111","0"
"2E7","","Mc Lean/Gray County","35.24686111","-100.5468056","0"
"51R","","Madisonville Muni","30.91283333","-95.952","1"
"JCT","KJCT","Kimble County","30.51111111","-99.76288889","1"
"16X","","Propwash","33.08061111","-97.35841667","0"
"3T6","","Clark","33.13361111","-97.29702778","0"
